user_id,full_name,position,department,Управление,Отдел,location,Роль,status,access_level,Initial password,,,,,
user168,фио168,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Волгоград,Волгоград,Оператор,активный ,Medium,UdwRu6=x.1|2^:Bq,,,,,
user169,фио169,Лаборант,Производственный блок,Переработка и хранение,Лаборатория Волгоград,Волгоград,Лаборант,активный ,Medium,5*A91!dY<gfaC+o]R,,,,,
user170,фио170,Электрик высокой квалификации,Производственный блок,Переработка и хранение,Техобслуживание,Волгоград,Электрик,активный ,Medium,2B_W0i1z%K/+{<RYD{S@,,,,,
user171,фио171,Трейдер по внутреннему маслу,Торговый блок,Масличная торговля,Внутренние продажи масла,Москва,Трейдер,активный ,Medium,1!ach.8P:[IC,,,,,
user172,фио172,Менеджер по работе с ключевыми клиентами,Торговый блок,Масличная торговля,Продажи,Москва,Ключевой клиент-менеджер,активный ,Medium,&feoZaDs%ha0P,,,,,
user173,фио173,Начальник смены порта Тамань,Логистический блок,Логистика и порты,Терминал Тамань,Тамань,Мастер смены,активный ,Medium,^FL1i;.vsdY/Wf;Azb,,,,,
user174,фио174,Тальман-счётчик,Логистический блок,Логистика и порты,Учёт грузов,Тамань,Тальман,активный ,Medium,ntZ;_VdA[wp1&{iTz,,,,,
user175,фио175,Охранник терминала,Тамань,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,/UxW=GXZpQfL0h_&X,,,,,
user176,фио176,Уборщик портовых помещений,Новороссийск,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,"7Zc!1|1(&_f!niK,)",,,,,
user177,фио177,HR-специалист по адаптации,Москва,HR и административная,Обучение и развитие,,Онбординг,активный ,Medium,nd%Y+n-p$<IXF7S8,,,,,
user178,фио178,Юрист по трудовому праву,Москва,Юридическая и комплаенс,Трудовые споры,,Юрист,активный ,Medium,+2J4OxfVZjlqc5<7!YTV,,,,,
user179,фио179,Оператор линии розлива,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Оператор,активный ,Medium,{Xcc:U?j8<b0M,,,,,
user180,фио180,Кладовщик готовой продукции,Производственный блок,Переработка и хранение,Склад ГП,Краснодар,Кладовщик,активный ,Medium,6FA#Lt7*1#[7Cj>C,,,,,
user181,фио181,Логист по речным перевозкам,Логистический блок,Логистика и порты,Речные перевозки,Волгоград,Логист,активный ,Medium,.6-p>NGdDlK6,,,,,
user182,фио182,Диспетчер речного флота,Логистический блок,Логистика и порты,Речной транспорт,Волгоград,Диспетчер,активный ,Medium,"0#6&n&sv]Z6zcmE,Ei7.",,,,,
user183,фио183,Трейдер по экспорту в Турцию,Торговый блок,Зерновая торговля,Экспорт Турция,Москва,Трейдер,активный ,Medium,T.hhJ!Y$m!x|Ko!n6*V),,,,,
user184,фио184,Менеджер по сертификации экспорта,Москва,Юридическая и комплаенс,Качество и сертификация,,Экспортный менеджер,активный ,Medium,jeY);=D28?RanvrV,,,,,
user185,фио185,Старший оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Старший оператор,активный ,Medium,GSS86>maruLGq;*i{@r],,,,,
user186,фио186,Инженер ПТО,Производственный блок,Переработка и хранение,Технический отдел,Ростов-на-Дону,Инженер ПТО,активный ,Medium,"K1KmnR%gfYE_,$",,,,,
user187,фио187,Электромеханик,Производственный блок,Переработка и хранение,Техобслуживание,Самара,Электромеханик,активный ,Medium,mV_MnH^1-:2sy>NLTBI,,,,,
user188,фио188,Охранник МЭЗа,Воронеж,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,A(3I7kRviB:dG|j4U,,,,,
user189,фио189,Уборщик производственных помещений,Воронеж,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,C[-/W7a^t/Iz,,,,,
user190,фио190,Трейдер по фьючерсам,Москва,Финансы и казначейство,Хеджирование,,Трейдер,активный ,Medium,"Ab6%1P,C2[*jM//",,,,,
user191,фио191,Риск-менеджер,Москва,Финансы и казначейство,Управление рисками,,Риск-менеджер,активный ,Medium,59+:u)7GOnIPl^tfB;z,,,,,
user192,фио192,Оператор котельной,Производственный блок,Переработка и хранение,Энергетика,Краснодар,Оператор котельной,активный ,Medium,"?w/z|>q[,NM7kolWK",,,,,
user193,фио193,Машинист котельной,Производственный блок,Переработка и хранение,Энергетика,Краснодар,Машинист,активный ,Medium,m)46}vJF8Wb!5[,,,,,
user194,фио194,Логист по импорту оборудования,Логистический блок,Логистика и порты,Закупки импорт,Москва,Логист,активный ,Medium,O}W^HYrP?6i<f)&r)/,,,,,
user195,фио195,Таможенный декларант,Москва,Внешнеэкономическая деятельность,Таможенное оформление,,Декларант,активный ,Medium,[]Sg4!?T2B?#E_,,,,,
user196,фио196,Бухгалтер по импортным операциям,Финансы и казначейство,Бухгалтерия,ВЭД учёт,Москва,Бухгалтер,активный ,Medium,<pW0moRJ:GdjXmA}Qs,,,,,
user197,фио197,Старший лаборант,Производственный блок,Переработка и хранение,Центральная лаборатория,Москва,Старший лаборант,активный ,Medium,g)/DU=n.f:H%xU4z|p3p,,,,,
user198,фио198,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Новороссийск,Новороссийск,Водитель,активный ,Medium,(9buR3cF%oN*g*suy@X,,,,,
user199,фио199,Кладовщик,Логистический блок,Логистика и порты,Склад запчастей,Новороссийск,Кладовщик,активный ,Medium,W>a1DK(z[3!6YyYME,,,,,
user200,фио200,Охранник склада,Новороссийск,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,F79^hkuxT/{!,,,,,
user201,фио201,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Оператор АСУ,активный ,Medium,EF<>E_I1]uW9CR.aT1%,,,,,
user202,фио202,Лаборант,Производственный блок,Переработка и хранение,Лаборатория элеватора,Ростов-на-Дону,Лаборант,активный ,Medium,gCw{%Q%5*42MKvs7&P?,,,,,
user203,фио203,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Ростов-на-Дону,Электрик,активный ,Medium,"GrI,Y;_E0?lBxh(3Oa",,,,,
user204,фио204,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Ростов-на-Дону,Слесарь,активный ,Medium,VKIm2jp.!kC},,,,,
user205,фио205,Водитель погрузчика,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Водитель ССТ,активный ,Medium,M-]&-xx0?(6Mo,,,,,
user206,фио206,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Ростов-на-Дону,Кладовщик,активный ,Medium,Ma^hP3}F.Y1i,,,,,
user207,фио207,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Оператор,активный ,Medium,HLP1#a6+2@_h)R+,,,,,
user208,фио208,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Мастер смены,активный ,Medium,"b5G]4S!m.h;UX,aqo",,,,,
user209,фио209,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Краснодар,Лаборант,активный ,Medium,0Bd7#V^j|dp.C,,,,,
user210,фио210,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Краснодар,Инженер КИП,активный ,Medium,PD_Zk^3S=I_l(iDru,,,,,
user211,фио211,Логист морских перевозок,Логистический блок,Логистика и порты,Морские перевозки,Новороссийск,Логист SAP,активный ,Medium,Q:]s<@5Yxz^J82,,,,,
user212,фио212,Диспетчер порта,Логистический блок,Логистика и порты,Терминал Новороссийск,Новороссийск,Диспетчер,активный ,Medium,",8+A)[J,1Id-Ol{",,,,,
user213,фио213,Тальман,Логистический блок,Логистика и порты,Портовый учёт,Новороссийск,Тальман,активный ,Medium,yW&h2LoXPi2*s8/#Ml,,,,,
user214,фио214,Охранник терминала,Новороссийск,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,x+JuFz-9!u>%QmV1DW,,,,,
user215,фио215,Уборщик портовых помещений,Новороссийск,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,m=UMJU7*).cqjT6,,,,,
user216,фио216,Трейдер пшеницы,Торговый блок,Зерновая торговля,Торговля пшеницей,Москва,Трейдер,активный ,Medium,<Dq7qWY@=Ab[,,,,,
user217,фио217,Трейдер кукурузы,Торговый блок,Зерновая торговля,Торговля кукурузой,Москва,Трейдер,активный ,Medium,jg;4(<D*TEaV,,,,,
user218,фио218,Аналитик зернового рынка,Торговый блок,Зерновая торговля,Аналитика рынков,Москва,Аналитик,активный ,Medium,6Z|;4-B9/D:bDBF_,,,,,
user219,фио219,Менеджер по закупкам сырья,Торговый блок,Масличная торговля,Закупки у сельхозпроизводителей,Воронеж,Менеджер закупок,активный ,Medium,_D9u?h$0h{U#,,,,,
user220,фио220,Бухгалтер по зарплате,Финансы и казначейство,Бухгалтерия,Расчёт зарплаты,Москва,Бухгалтер РСВ,активный ,Medium,j86+P4hEyq-g,,,,,
user221,фио221,Казначей,Финансы и казначейство,Казначейство,Платежи и банки,Москва,Казначей,активный ,Medium,vxN|5C#*9&*=kowZ2uL-,,,,,
user222,фио222,Системный администратор,Москва,IT и цифровизация,Инфраструктура,,Администратор AD,активный ,Medium,h&*dTUb8^7n_R@{,,,,,
user223,фио223,Разработчик 1С,Москва,IT и цифровизация,Разработка 1С,,Разработчик 1С,активный ,Medium,"kb6e)dH,#w3U0FI;mvg",,,,,
user224,фио224,HR-специалист по подбору,Москва,HR и административная,Подбор персонала,,Рекрутер,активный ,Medium,0:=a:?fDLrZ=glBW,,,,,
user225,фио225,Юрист договорного отдела,Москва,Юридическая и комплаенс,Договорная работа,,Юрист,активный ,Medium,fWp@<tW$u3(N3is(,,,,,
user226,фио226,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Волгоград,Волгоград,Оператор АСУ,активный ,Medium,3_FLd12^.fI6xlqe,,,,,
user227,фио227,Лаборант,Производственный блок,Переработка и хранение,Лаборатория Волгоград,Волгоград,Лаборант,активный ,Medium,by!4xDR;%r90sKT6pe,,,,,
user228,фио228,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Волгоград,Электрик,активный ,Medium,$aZkU48E3vOPth!*,,,,,
user229,фио229,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Волгоград,Слесарь,активный ,Medium,#gAzA=hlJ5aG*i,,,,,
user230,фио230,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Волгоград,Волгоград,Водитель,активный ,Medium,2|os2QT@6=1Z],,,,,
user231,фио231,Логист ж/д перевозок,Логистический блок,Логистика и порты,Ж/д перевозки,Ростов-на-Дону,Логист,активный ,Medium,*0R&SIevl.2KK1E;h%]Z,,,,,
user232,фио232,Диспетчер ж/д,Логистический блок,Логистика и порты,Ж/д перевозки,Ростов-на-Дону,Диспетчер,активный ,Medium,"gYN,=x,#)i&Cnr3?)J",,,,,
user233,фио233,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Оператор,активный ,Medium,0&z?@$&CY0AD(A,,,,,
user234,фио234,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Мастер смены,активный ,Medium,]/?Je0nliV)V@YzQ,,,,,
user235,фио235,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Воронеж,Лаборант,активный ,Medium,"}VCl*5[a,}L%2k",,,,,
user236,фио236,Трейдер подсолнечника,Торговый блок,Масличная торговля,Торговля подсолнечником,Москва,Трейдер,активный ,Medium,Vq#-s7q!#_jvQNZK,,,,,
user237,фио237,Трейдер масла,Торговый блок,Масличная торговля,Торговля маслом,Москва,Трейдер,активный ,Medium,l9UfN?EJRq%s2n,,,,,
user238,фио238,Начальник элеватора Тамань,Производственный блок,Переработка и хранение,Элеватор Тамань,Тамань,Руководитель объекта,активный ,Medium,i]&Um-a3$F9g5#Qe,,,,,
user239,фио239,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Тамань,Тамань,Оператор АСУ,активный ,Medium,8IG&oe/:<%#K=(+Wt,,,,,
user240,фио240,Сварщик,Производственный блок,Переработка и хранение,Ремонтная служба,Тамань,Сварщик 6 разряда,активный ,Medium,"7b,mNd[-9V4%rv",,,,,
user241,фио241,Электромонтёр,Производственный блок,Переработка и хранение,Техобслуживание,Тамань,Электрик,активный ,Medium,"2#^uOpKxwCh%C7FrV,8",,,,,
user242,фио242,Логист авто,Логистический блок,Логистика и порты,Автоперевозки,Краснодар,Логист,активный ,Medium,FBf_TI0y:NL*4q,,,,,
user243,фио243,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Краснодар,Краснодар,Водитель,активный ,Medium,7<&(BZ^.nHt{aJP,,,,,
user244,фио244,Бухгалтер филиала,Краснодар,Финансы и казначейство,Бухгалтерия филиала,,Бухгалтер,активный ,Medium,"m#_VO{86E(,?r7r",,,,,
user245,фио245,HR-специалист филиала,Новороссийск,HR и административная,Подбор,,Рекрутер,активный ,Medium,{B;/f@=|H0RpFZ,,,,,
user246,фио246,Оператор весовой,Производственный блок,Переработка и хранение,Элеватор Саратов,Саратов,Оператор,активный ,Medium,6Soibo2p}=Te,,,,,
user247,фио247,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Саратов,Кладовщик,активный ,Medium,"w>H544FyLv,Yx",,,,,
user248,фио248,Охранник элеватора,Саратов,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,6pO_cQbs{B:<],,,,,
user249,фио249,Уборщик территории,Самара,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,6?U@a6$#d)mZd,,,,,
user250,фио250,Трейдер экспорт,Торговый блок,Зерновая торговля,Экспортные продажи,Москва,Экспортный трейдер,активный ,Medium,qKc=+-sTrcN49=g^GH*c,,,,,
user251,фио251,Менеджер по ВЭД,Москва,Внешнеэкономическая деятельность,Таможенное оформление,,ВЭД-специалист,активный ,Medium,"7Z6zn)1_WoYQoR,;3nA[",,,,,
user252,фио252,Документовед ВЭД,Москва,Внешнеэкономическая деятельность,Документация ВЭД,,Оформитель ВЭД,активный ,Medium,"9iGR.DS>M,GI^x]Zs@1W",,,,,
user253,фио253,Переводчик английского,Москва,Внешнеэкономическая деятельность,ВЭД и контракты,,Переводчик,активный ,Medium,{K?adb<2Ky/ZJ4I.;,,,,,
user254,фио254,Логист-контейнеры,Логистический блок,Логистика и порты,Контейнерные перевозки,Новороссийск,Логист,активный ,Medium,",,8?([y_oFBV)2Z#v[G",,,,,
user255,фио255,Супервайзер порта,Логистический блок,Логистика и порты,Терминал Новороссийск,Новороссийск,Супервайзер,активный ,Medium,i&SCqhgO1%[Ts4-E.,,,,,
user256,фио256,Тальман-счётчик,Логистический блок,Логистика и порты,Учёт грузов,Новороссийск,Тальман,активный ,Medium,N5duS;Wlo5kj}p,,,,,
user257,фио257,Оператор линии розлива,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Оператор,активный ,Medium,J}4oS$w(UcU1!xj,,,,,
user258,фио258,Кладовщик готовой продукции,Производственный блок,Переработка и хранение,Склад ГП,Краснодар,Кладовщик,активный ,Medium,ET@c3caOOU.n,,,,,
user259,фио259,Инженер-энергетик,Производственный блок,Переработка и хранение,Техобслуживание,Краснодар,Энергетик,активный ,Medium,a*!QlCQ@{wO8AyY,,,,,
user260,фио260,Машинист котельной,Производственный блок,Переработка и хранение,Энергетика,Воронеж,Машинист,активный ,Medium,5bw.W$NMuZj^w,,,,,
user261,фио261,Старший оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Старший оператор,активный ,Medium,=Mxy1t6v:BK!@AHT,,,,,
user262,фио262,Инженер ПТО,Производственный блок,Переработка и хранение,Технический отдел,Ростов-на-Дону,Инженер ПТО,активный ,Medium,@rkB8nd{*3sP,,,,,
user263,фио263,Электромеханик,Производственный блок,Переработка и хранение,Техобслуживание,Волгоград,Электромеханик,активный ,Medium,}T{6{#h=R?5k,,,,,
user264,фио264,Логист по речным перевозкам,Логистический блок,Логистика и порты,Речные перевозки,Волгоград,Логист,активный ,Medium,"P@08N,H6<uJv9{Yb",,,,,
user265,фио265,Диспетчер речного флота,Логистический блок,Логистика и порты,Речной транспорт,Волгоград,Диспетчер,активный ,Medium,WoSLmb>7BJX6.W)q1,,,,,
user266,фио266,Трейдер по шроту,Торговый блок,Масличная торговля,Торговля шротом,Москва,Трейдер,активный ,Medium,"*U.Zg,4JZa+<47b$q$",,,,,
user267,фио267,Менеджер по работе с ключевыми клиентами,Торговый блок,Масличная торговля,Продажи,Москва,Ключевой клиент-менеджер,активный ,Medium,c!2Tg4J[jeQ9pqp,,,,,
user268,фио268,Бухгалтер по налогам,Финансы и казначейство,Бухгалтерия,Налоговый учёт,Москва,Налоговый бухгалтер,активный ,Medium,{C5[qdu4FTk]BPB,,,,,
user269,фио269,Экономист по бюджетированию,Москва,Финансы и казначейство,Бюджетирование,,Экономист,активный ,Medium,34EAU+E}Uu{UC,,,,,
user270,фио270,Администратор SAP,Москва,IT и цифровизация,ERP-поддержка,,Администратор SAP,активный ,Medium,9chIt#YJ?V{C_P5!,,,,,
user271,фио271,Ведущий инженер АСУ ТП,Москва,IT и цифровизация,Автоматизация,,Инженер АСУ ТП,активный ,Medium,CKMLzaj8}Z2i%c_6B^+O,,,,,
user272,фио272,Оператор котельной,Производственный блок,Переработка и хранение,Энергетика,Самара,Оператор котельной,активный ,Medium,gC_KBa7tLh;&,,,,,
user273,фио273,Механик элеватора,Производственный блок,Переработка и хранение,Техобслуживание,Самара,Механик,активный ,Medium,>cVw@yFWVAYk0,,,,,
user274,фио274,Старший механик,Производственный блок,Переработка и хранение,Техобслуживание,Тамань,Старший механик,активный ,Medium,o6IC*MC6a*j$KtU,,,,,
user275,фио275,Энергетик,Производственный блок,Переработка и хранение,Энергоснабжение,Тамань,Энергетик,активный ,Medium,YeRn.Qh2#2P6@@t,,,,,
user276,фио276,Логист по импорту оборудования,Логистический блок,Логистика и порты,Закупки импорт,Москва,Логист,активный ,Medium,Bec>^-+FF3E@cxeud1s$,,,,,
user277,фио277,Таможенный декларант,Москва,Внешнеэкономическая деятельность,Таможенное оформление,,Декларант,активный ,Medium,8Lu0@LPxD2r2>fAzE,,,,,
user278,фио278,Бухгалтер по импортным операциям,Финансы и казначейство,Бухгалтерия,ВЭД учёт,Москва,Бухгалтер,активный ,Medium,Rn{vYFgQ:J0J,,,,,
user279,фио279,Старший лаборант,Производственный блок,Переработка и хранение,Центральная лаборатория,Москва,Старший лаборант,активный ,Medium,QJ.p-G]J0W|pu,,,,,
user280,фио280,Водитель-курьер,Москва,Административно-хозяйственная,Офис Москва,,Водитель,активный ,Medium,"<,F>T7m6rtQ0",,,,,
user281,фио281,Офис-менеджер,Ростов-на-Дону,Административно-хозяйственная,Администрация,,Администратор,активный ,Medium,ZXCL|6IV<t3z,,,,,
user282,фио282,Уборщица,Москва,Административно-хозяйственная,Клининг,,Уборщик помещений,активный ,Medium,WSD0Xl7@<q8ow*ck%,,,,,
user283,фио283,Охранник объекта,Краснодар,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,Ee[_x;_z4TxL,,,,,
user284,фио284,Трейдер по фьючерсам,Москва,Финансы и казначейство,Хеджирование,,Трейдер,активный ,Medium,"I#MSqw7F2*,W6C]",,,,,
user285,фио285,Риск-менеджер,Москва,Финансы и казначейство,Управление рисками,,Риск-менеджер,активный ,Medium,UYZy:2E;_n<lrZ.Y,,,,,
user286,фио286,Оператор сушилки,Производственный блок,Переработка и хранение,Элеватор Саратов,Саратов,Оператор,активный ,Medium,>&$F}Fh2P6Sd,,,,,
user287,фио287,Кладовщик порта,Логистический блок,Логистика и порты,Портовый склад,Новороссийск,Кладовщик,активный ,Medium,"kus,S-[xm-v3onSd",,,,,
user288,фио288,Лаборант портового терминала,Логистический блок,Логистика и порты,Качество зерна,Новороссийск,Лаборант,активный ,Medium,O+m/:9*T=Vk_(R,,,,,
user289,фио289,Инженер-проектировщик,Москва,Технический блок,Капитальное строительство,,Инженер-проектировщик,активный ,Medium,"9(lave,mS1P!ZC$;d",,,,,
user290,фио290,Документовед,Москва,Административно-хозяйственная,ЭДО и архив,,Документовед,активный ,Medium,/0h6PF#h>0Q&rna2A,,,,,
user291,фио291,HR-специалист по адаптации,Москва,HR и административная,Обучение и развитие,,Онбординг,активный ,Medium,"T|A2(J/,Eh5<G",,,,,
user292,фио292,Юрист по трудовому праву,Москва,Юридическая и комплаенс,Трудовые споры,,Юрист,активный ,Medium,}-*}*h44wN4cl!,,,,,
user293,фио293,Менеджер по сертификации,Москва,Юридическая и комплаенс,Качество и комплаенс,,Сертификация,активный ,Medium,-Oo<N/o%e<x[?Hv6cp86,,,,,
user294,фио294,Трейдер по экспорту в Китай,Торговый блок,Зерновая торговUnnamed,Экспорт Азия,Москва,Трейдер,активный ,Medium,"eBHY*}mfHx]|Ohu5a,",,,,,
user295,фио295,Менеджер по закупкам ГСМ,Логистический блок,Логистика и порты,Закупки ГСМ,Москва,Менеджер закупок,активный ,Medium,R&^VgAX)7P#4D(ntKH5,,,,,
user296,фио296,Оператор АЗС компании,Логистический блок,Логистика и порты,Автопарк,Ростов-на-Дону,Оператор АЗС,активный ,Medium,suI;T>DBk%)]1:1o1,,,,,
user297,фио297,Старший логист,Логистический блок,Логистика и порты,Морские перевозки,Новороссийск,Старший логист,активный ,Medium,6qST!e_rIpE1$,,,,,
user298,фио298,Координатор экспедирования,Логистический блок,Логистика и порты,Экспедирование,Новороссийск,Координатор,активный ,Medium,"30?l,ncZecytW_",,,,,
user299,фио299,Бухгалтер по авансам,Финансы и казначейство,Бухгалтерия,Расчёты,Москва,Бухгалтер,активный ,Medium,G*EvymXow+H2#=2s1DVh,,,,,
user300,фио300,Трейдер по внутреннему маслу,Торговый блок,Масличная торговля,Внутренние продажи масла,Москва,Трейдер,активный ,Medium,t3Wo{|E|1Z/8yD0Zg,,,,,
user301,фио301,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Оператор АСУ,активный ,Medium,1DY9bl[vxl;S,,,,,
user302,фио302,Лаборант,Производственный блок,Переработка и хранение,Лаборатория элеватора,Ростов-на-Дону,Лаборант,активный ,Medium,30Idl@.to0#I],,,,,
user303,фио303,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Ростов-на-Дону,Электрик,активный ,Medium,WZ&8I(PO0xo+b2h,,,,,
user304,фио304,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Ростов-на-Дону,Слесарь,активный ,Medium,LV1)BelP37dC|,,,,,
user305,фио305,Водитель погрузчика,Производственный блок,Переработка и хранение,Элеватор Ростов,Ростов-на-Дону,Водитель ССТ,активный ,Medium,"n1G,aN7<j?;@a9ds_n|",,,,,
user306,фио306,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Ростов-на-Дону,Кладовщик,активный ,Medium,_3CON*0(rZx1!Wl,,,,,
user307,фио307,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Оператор,активный ,Medium,o?526SEg/wqD,,,,,
user308,фио308,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Мастер смены,активный ,Medium,:%N:6J*kYjRA>,,,,,
user309,фио309,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Краснодар,Лаборант,активный ,Medium,=ml;5hXN-g#VtaBZOp,,,,,
user310,фио310,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Краснодар,Инженер КИП,активный ,Medium,suvB@i}0@-8Gwx,,,,,
user311,фио311,Логист морских перевозок,Логистический блок,Логистика и порты,Морские перевозки,Новороссийск,Логист SAP,активный ,Medium,/ev=kGCt6gI),,,,,
user312,фио312,Диспетчер порта,Логистический блок,Логистика и порты,Терминал Новороссийск,Новороссийск,Диспетчер,активный ,Medium,"8+A)[J,1Id-Ol{",,,,,
user313,фио313,Тальман,Логистический блок,Логистика и порты,Портовый учёт,Новороссийск,Тальман,активный ,Medium,)(}V@4B/c;sfy94L,,,,,
user314,фио314,Охранник терминала,Новороссийск,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,giYMMH&PZ]H3Y,,,,,
user315,фио315,Уборщик портовых помещений,Новороссийск,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,NqQwW1:Uorx2HI,,,,,
user316,фио316,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Волгоград,Волгоград,Оператор АСУ,активный ,Medium,"3s#Eb*K9]i1,",,,,,
user317,фио317,Лаборант,Производственный блок,Переработка и хранение,Лаборатория Волгоград,Волгоград,Лаборант,активный ,Medium,q3f#CSG=;_ia69)Dr6^,,,,,
user318,фио318,Электрик,Производственный блок,Переработка и хранение,Техобслуживание,Волгоград,Электрик,активный ,Medium,l&ORDrv0sFxt.P,,,,,
user319,фио319,Слесарь-ремонтник,Производственный блок,Переработка и хранение,Ремонтная бригада,Волгоград,Слесарь,активный ,Medium,s9-jgg[a6Ce-J%t,,,,,
user320,фио320,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Волгоград,Волгоград,Водитель,активный ,Medium,5oO+8ZF&i)2Wj1[)+]61,,,,,
user321,фио321,Оператор МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Оператор,активный ,Medium,EF2N]VroIiL&KJ:5?,,,,,
user322,фио322,Мастер смены МЭЗа,Производственный блок,Переработка и хранение,МЭЗ Воронеж,Воронеж,Мастер смены,активный ,Medium,"+Dqs_Xij>,fb2N!Q",,,,,
user323,фио323,Лаборант химик,Производственный блок,Переработка и хранение,Лаборатория МЭЗ,Воронеж,Лаборант,активный ,Medium,"5oMM,8QL$@CTbl2W",,,,,
user324,фио324,Инженер КИПиА,Производственный блок,Переработка и хранение,Техобслуживание,Воронеж,Инженер КИП,активный ,Medium,:.6BDeMKx/fKJ],,,,,
user325,фио325,Оператор элеватора,Производственный блок,Переработка и хранение,Элеватор Тамань,Тамань,Оператор АСУ,активный ,Medium,vn.2W+3$T=-KVGH:7^>,,,,,
user326,фио326,Сварщик,Производственный блок,Переработка и хранение,Ремонтная служба,Тамань,Сварщик 6 разряда,активный ,Medium,0T^*2gAp[WUa}y43,,,,,
user327,фио327,Электромонтёр,Производственный блок,Переработка и хранение,Техобслуживание,Тамань,Электрик,активный ,Medium,"1-8E/rdlQN,Z>@",,,,,
user328,фио328,Логист авто,Логистический блок,Логистика и порты,Автоперевозки,Краснодар,Логист,активный ,Medium,8unBeWb1c(c>g5Mi,,,,,
user329,фио329,Водитель-экспедитор,Логистический блок,Логистика и порты,Автопарк Краснодар,Краснодар,Водитель,активный ,Medium,7K1{<%K2wxY*z},,,,,
user330,фио330,Оператор весовой,Производственный блок,Переработка и хранение,Элеватор Саратов,Саратов,Оператор,активный ,Medium,",Rvz+^9}j2=Y]$%lLD#f",,,,,
user331,фио331,Кладовщик,Производственный блок,Переработка и хранение,Складской учёт,Саратов,Кладовщик,активный ,Medium,8k:a%)Hu(Xjo,,,,,
user332,фио332,Охранник элеватора,Саратов,Административно-хозяйственная,Физическая безопасность,,Охранник,активный ,Medium,"X[JTAqCO:9j0W,",,,,,
user333,фио333,Уборщик территории,Самара,Административно-хозяйственная,Клининг,,Уборщик,активный ,Medium,>_RBC*q>5ICeebH#sO5,,,,,
user334,фио334,Оператор линии розлива,Производственный блок,Переработка и хранение,МЭЗ Краснодар,Краснодар,Оператор,активный ,Medium,FC]J}2#pYbrB|M$,,,,,
